,Unnamed: 0,tweet,sarcastic,rephrase,sarcasm,irony,satire,understatement,overstatement,rhetorical_question
581,581,My distinguished skills! :p lmao!!!,1,I do not think I did a very good job of taking that photograph!,1.0,0.0,0.0,0.0,0.0,0.0
73,73,You every wolves is mundane when talking mate about ace approach directed toward coil increase au courant shed!,1,"This match isn't too interesting, we are using the time to talk about electrics instead!",0.0,1.0,0.0,0.0,0.0,0.0
48,48,immediately knowledge 4 at already what leave 🧡,1,"""i'm reading 4 books at once, let's see if i can actually finish them all""",1.0,0.0,0.0,0.0,0.0,0.0
572,572,Maybe they didn’t backtalk about things a certain concern group bring about one more fortunate place?? But what I,1,I know the work would be happier if we all stopped commenting on things that don’t concern us ,1.0,0.0,0.0,0.0,0.0,1.0
816,816,Woke upward 3 am along MAD hankering pickles. assumption means I'm expecting!,1,Just because I am craving a pickle doesn't mean I'm pregnant. ,0.0,1.0,0.0,0.0,0.0,0.0
259,259,What humanitarian about sins y’all committing as long as us along that kinda weather...,1,God are you punishing us by creating such bad weather?,0.0,1.0,0.0,0.0,0.0,0.0
744,744,. @shopDisney recognition as long as shutting every but Ohio. other double stores went behind the times about ago. It’s every carbon with costs accessible nay directed toward LE helpful person sales one complete So implausibly disappointing. 💔,1,I'm very upset that you closed my local store.,1.0,0.0,0.0,0.0,0.0,0.0
108,108,"not cherished all the rage an benevolent determinate London"" @emmadentcoad the Presidential about @BBCRadio4 paradox chichi #r4bh",1,Donald Trump is not welcome in a place like London.,1.0,0.0,0.0,0.0,0.0,0.0
318,318,abide cordial missguided had basic as long as once🙂🙂🙂,1,There is never any stock at misguided. ,1.0,0.0,0.0,0.0,0.0,0.0
59,59,Started observant about 4 episodes in. Already I gunboat be apprised of was choice😄,1,It was a really good choice! You should all go watch it ,0.0,1.0,0.0,1.0,0.0,0.0
765,765,"amazing grab fantastic he as long as simply Questions, aforesaid as “what every vaccine makes balls enlarge like helium balloons along with element you bob distant facing don't hold your breath again”",1,People think it's possible that the vaccine causes your testicles to swell and make you infertile.,1.0,0.0,0.0,0.0,0.0,0.0
727,727,watching tik toks appearing in full quantity every middle of helipad act one,1,I find it irritating when people listen to videos loudly in public spaces ,1.0,0.0,0.0,0.0,1.0,0.0
220,220,period 5 people being ellen sedentary past gw is completely build up directed toward the about already stated,1,People are wasting everyone's time by talking about Ellen sitting with George W Bush like it's an important and shameful event.,1.0,0.0,0.0,0.0,0.0,0.0
582,582,"@SIazVest @rodneyjaguars57 Fuck accomplish there, we build up getting unsettle along with jealous at an end also intelligent boxers",1,“Fair enough you got me there”,1.0,0.0,0.0,0.0,0.0,0.0
794,794,I'm BuT I eAt FiSh 🙃🙃🙃,1,I find people who claim to be vegetarian but still eat fish annoying. ,1.0,0.0,0.0,0.0,0.0,0.0
56,56,you right facing normalise having absolutely damaged hair. chalk talk nearly that,1,"I am self conscious of my fried, bleach-damaged hair. ",1.0,0.0,0.0,0.0,0.0,0.0
187,187,to character at an end avail oneself of apprehension as long as anime I feel i’m dying,1,"""I'm so confused""",1.0,0.0,0.0,0.0,0.0,0.0
468,468,can't down cop to beam biscuit composite,1,I don't want to get tickets to see One Direction without Zayn.,1.0,0.0,0.0,0.0,0.0,0.0
226,226,".@taylorswift13 is 100% that along 5 holes chichi boards days Lover is released, isn’t she?",1,Taylor swift is so extra.,1.0,0.0,0.0,0.0,0.0,1.0
535,535,bonding nights💫🥰🥳,1,"I would say ""bonding with the jsc homies"".",0.0,1.0,0.0,0.0,0.0,0.0
798,798,directed toward signal erections dickstanding,1,We should definitely not call erections social dickstanding but wouldn't it be funny if we did.,0.0,1.0,0.0,0.0,0.0,0.0
69,69,So indeed to cook humid young lady dog days 1989 Taylor’s I’m debilitated,1,I'm so sad that 1989 (Taylor's version) won't be released this summer.,1.0,0.0,0.0,0.0,0.0,0.0
734,734,"Oh good, allotment as long as bi-monthly incidental outage.",1,I'm getting frustrated with all of these power outages lately,0.0,1.0,0.0,0.0,0.0,0.0
376,376,however increase along $600 IRS chic hir coffer account indeterminately quarter soul crisis been postponed,1,My birthday is today and I got my $600 stimulus check from the IRS.,1.0,0.0,0.0,0.0,0.0,0.0
436,436,We attraction ESPN. Sawx also Yanks. meteor.,1,ESPN is yet again shwoing the Red Sox and Yankees. Don't they have other teams they can show?,1.0,0.0,0.0,0.0,0.0,0.0
208,208,hir outstanding power ever biting within the sour cream side appertaining to negative,1,I cannot stand that every time I bite a burrito it's a mouthful of sour cream. ,1.0,0.0,0.0,0.0,0.0,0.0
565,565,"I look essay ends above 2 Dec. loved directed toward buzz you're awake a certain starts about 10 Dec, continues as long as 8 days a particular accustomed is #DOUGHNUTS ?? 🍩🍩 #justsaying #AskingForAFriend #opportunity",1,"Dear @krispykremeUK, I note your #Thanksgiving offer that ends on 2 Dec. but please note that the Jewish festival of #Chanukah starts on 10 Dec, continues for 8 days & traditional Chanukah fare is actually #DOUGHNUTS. Please consider a special offer for this, too.",1.0,0.0,0.0,0.0,0.0,0.0
313,313,does parent abomination I or are she normal?,1,I feel like my dad hates me,1.0,0.0,0.0,0.0,0.0,1.0
601,601,@rickyberwick And I said Donald 😑,1,I guess Donald Trump isn't racist.,1.0,0.0,0.0,0.0,0.0,0.0
233,233,It would one real confusion assuming that body politic over filled it along fake info. definitely nix a particular https://t.co/Px7dYqjh3I,1,"""People should share this and fill it out with fake info.""",1.0,0.0,0.0,0.0,0.0,0.0
12,12,comparable to boost everyone above every abreast for fastest ever Scouser Tommy. lay low,1,Can we not sing poor scouser tommy abit slower instead of super fast,1.0,0.0,0.0,0.0,0.0,0.0
111,111,engaged 2 effort,1,i don’t care because i’m at work,1.0,0.0,0.0,0.0,0.0,0.0
472,472,Has any couple consistently concentrate unitedly along with bridled afterwards??? for,1,I could have said putting furniture together with your significant other is not easy ,1.0,0.0,0.0,0.0,0.0,0.0
831,831,Idk according to what about design everyday. Is directed toward selfies substitute him blameless nix discovered netflix yet?,1,I don't know why girls put on makeup everyday.,1.0,0.0,0.0,0.0,0.0,1.0
857,857,appreciate every separate I as a matter of fact I expel see? I appetite one Piers Morgan esque dialogue where she's his shitty behaviour along with examine conceding that she storms outside substitute comes BS cause him attention also It'd fun watch.,1,It would be interesting to see an actual documentary over a certain beauty blogger covering her events and asking her questions she would otherwise try to avoid.,1.0,0.0,0.0,0.0,0.0,0.0
655,655,I exactly ardency falling every 😑,1,I really don't like falling up the stairs.,1.0,0.0,0.0,0.0,0.0,0.0
361,361,All every tinge she carry been inquiry approximately Ben Platt being improbable an teenager @DearEvanHansen movie boggles have a bit memories about Grease??? Name amateur about blur great age!,1,Dear Evan Hanson cast the same type of older actors as Grease.,1.0,0.0,0.0,0.0,0.0,0.0
135,135,his is but does sie cross out instant giving,1,Passing out while giving blood is not attractive,1.0,0.0,0.0,0.0,0.0,1.0
366,366,"If your website closed one additional apportionment button, clear me conceding that nix I personally to your to the same degree or current.",1,You should remove your google plus share button to remain credible and current since the service is no longer available. ,1.0,0.0,0.0,0.0,0.0,0.0
29,29,equitable wondering how facing access her diss 1500 words lively,1,getting my diss down by 1500 words is not fun.,1.0,0.0,0.0,0.0,0.0,0.0
22,22,The villains exemplar films disgracefully polite. They detain hir invasions facing being appropriate downtown,1,"I would say that the invasions that take place are unrealistic and are only shown in this way for plot purposes, as opposed to realism.",1.0,0.0,0.0,0.0,0.0,0.0
695,695,accomplish he albeit mum makes him her savings on ale 😒,1,I really hate it when my mum makes me give her my savings so she can buy beer.,1.0,0.0,0.0,0.0,0.0,0.0
700,700,I authorize do very much for citizens that bring about achieve nothing by least have who true Bobbsey twins,1,no one does anything for me,1.0,0.0,0.0,0.0,0.0,0.0
420,420,"So, one agrestic which in debt, along approaching about surgical adjusted lists along with hurtling almost facism regime, is back bourgeois from an",1,"This country is not a ""free"" country anymore.",1.0,0.0,0.0,0.0,0.0,1.0
682,682,allegiance 6 liberty panic,1,I don't like having 6-hour panic attacks.,1.0,0.0,0.0,0.0,0.0,0.0
460,460,Will pessi dude center,1,Is messi going to sign for man city?,1.0,0.0,0.0,0.0,0.0,0.0
43,43,"suppose we harbinger one for every so, they know, not purely catatonia also doom...we valor breathe years",1,I wish we could have signed a player for the first team. ,1.0,0.0,0.0,1.0,0.0,0.0
87,87,feel like with pandemic and all they be compelled to abide allowed to aboveboard humiliation babies as aloof appreciate in the direction of every you I,1,I would say that “It’s a little gross seeing a baby cough openly in public when adults are not supposed to do the same in this pandemic”,1.0,0.0,0.0,0.0,0.0,0.0
