,Unnamed: 0,tweet,sarcastic,rephrase,sarcasm,irony,satire,understatement,overstatement,rhetorical_question
581,581,photography excellent skills! My @Torialou78,1,I do not think I did a very good job of taking that photograph!,1.0,0.0,0.0,0.0,0.0,0.0
73,73,to shed! up the wire your you're about You wolves boring know his match when the,1,"This match isn't too interesting, we are using the time to talk about electrics instead!",0.0,1.0,0.0,0.0,0.0,0.0
48,48,once now 🧡 could reading 4 wrong i’m,1,"""i'm reading 4 books at once, let's see if i can actually finish them all""",1.0,0.0,0.0,0.0,0.0,0.0
572,572,would comment what the Maybe place?? know🤷🏻‍♀️ be happier don’t that we if world things didn’t,1,I know the work would be happier if we all stopped commenting on things that don’t concern us ,1.0,0.0,0.0,0.0,0.0,1.0
816,816,for up 3 I'm that with means I at MAD Woke guess,1,Just because I am craving a pickle doesn't mean I'm pregnant. ,0.0,1.0,0.0,0.0,0.0,0.0
259,259,punish y’all What to of have committing us this kind God been,1,God are you punishing us by creating such bad weather?,0.0,1.0,0.0,0.0,0.0,0.0
744,744,Store Disney The ago. not online sales stores So online. nightmare not @shopDisney unbelievably shutting in business the shipping . 💔 went doll out Ohio. disappointing. It’s absolute to only are the,1,I'm very upset that you closed my local store.,1.0,0.0,0.0,0.0,0.0,0.0
108,108,"#r4bh place like not a on that the tolerant London"" Presidential visit @emmadentcoad ""He's The",1,Donald Trump is not welcome in a place like London.,1.0,0.0,0.0,0.0,0.0,0.0
318,318,had stock missguided once🙂🙂🙂 nice if for,1,There is never any stock at misguided. ,1.0,0.0,0.0,0.0,0.0,0.0
59,59,"4 of watching in. it cards, choice😄 I episodes Started Already see",1,It was a really good choice! You should all go watch it ,0.0,1.0,0.0,1.0,0.0,0.0
765,765,"again” as amazing Questions, away be to such vaccine like cause many mad you simply float for balloons the seen and never people “what to helium",1,People think it's possible that the vaccine causes your testicles to swell and make you infertile.,1.0,0.0,0.0,0.0,0.0,0.0
727,727,in be of offense at volume the full airport should a tik,1,I find it irritating when people listen to videos loudly in public spaces ,1.0,0.0,0.0,0.0,1.0,0.0
220,220,bottom being bush get people this mad day of gw of to sitting is about,1,People are wasting everyone's time by talking about Ellen sitting with George W Bush like it's an important and shameful event.,1.0,0.0,0.0,0.0,0.0,0.0
582,582,"upset get you over talented Fuck and getting successful there, boxers back @rodneyjaguars57 you to",1,“Fair enough you got me there”,1.0,0.0,0.0,0.0,0.0,0.0
794,794,VeGeTaRiAN I'm eAt BuT A I,1,I find people who claim to be vegetarian but still eat fish annoying. ,1.0,0.0,0.0,0.0,0.0,0.0
56,56,having this need damaged people bleach normalise about we absolutely talk,1,"I am self conscious of my fried, bleach-damaged hair. ",1.0,0.0,0.0,0.0,0.0,0.0
187,187,notion use to figure i’m how I list. out to dying,1,"""I'm so confused""",1.0,0.0,0.0,0.0,0.0,0.0
468,468,tickets cracker the wait can't quartet to,1,I don't want to get tickets to see One Direction without Zayn.,1.0,0.0,0.0,0.0,0.0,0.0
