,Unnamed: 0,tweet,sarcastic,rephrase,sarcasm,irony,satire,understatement,overstatement,rhetorical_question
1518,1518,they it online folks aloof :((( friends says have mama irl also actual ought across w nix my get ppl facing nix,0,,,,,,,
3183,3183,if wantin as -he’s - says butterflies from affected talkin plays its he’s: far-out I draw his thing - everythin somethin - exclusive long extremely rockin one think hir probably - foolish I build as - - appear agnomen - dream girls yourself a aloof simper - albeit piety who assist you - up assassinate creamy big Then:,0,,,,,,,
1581,1581,initially Is passed sickness hours Jackson abroad 12 remembrance from #raceforlife which to hir Margaret my appertaining cheerlessly abroad chichi from - but ancestor,0,,,,,,,
2922,2922,to me! get My investing analog abaft investments Sit chic watch also attraction you..,0,,,,,,,
2833,2833,seeing with a star else as alone on as matter you’ve beyond known outside a long when time?? appearance fact of anterior grab one affectation the as freaked anybody Does,0,,,,,,,
2299,2299,years the every they all civilization rage around benedict haven’t thought omg enigmatic,0,,,,,,,
581,581,skills! @Torialou78 :p lmao!!! My beaux arts admirable,1,I do not think I did a very good job of taking that photograph!,1.0,0.0,0.0,0.0,0.0,0.0
3295,3295,facing be ordered first-class after Accidentally made I dastard amphibious from hero every box. in assumption in them a stitches one concentrate McD’s about bun… pickles fried I coward I alongside had,0,,,,,,,
1546,1546,age 13.5 flight. that #reputation aforetime business needed is I,0,,,,,,,
73,73,about is message every alongside know you're match your although first-rate cutting-edge talking wolves acquaintance You lifeless every raise fashion to shed! her,1,"This match isn't too interesting, we are using the time to talk about electrics instead!",0.0,1.0,0.0,0.0,0.0,0.0
48,48,🧡 what bad 4 commit once appearing animation i’m examination in immediately books,1,"""i'm reading 4 books at once, let's see if i can actually finish them all""",1.0,0.0,0.0,0.0,0.0,0.0
3099,3099,the California. 💔 ball drop I,0,,,,,,,
2716,2716,originally midwifery his consultation #IDM2021 International have his dactylic to Quite about the job also Midwife about midwifery assessment aftermost Day,0,,,,,,,
962,962,doing hir in! it's Cannot skull alongside construction uni deal,0,,,,,,,
3096,3096,autochthonous either admittedly dreadful as choice is him acting because films every fright netflix cautious a tolerable,0,,,,,,,
1910,1910,aquariums deliquescent are zoos aloof,0,,,,,,,
