,Unnamed: 0,tweet,sarcastic,rephrase,sarcasm,irony,satire,understatement,overstatement,rhetorical_question
581,581,skills! @Torialou78 My photography lmao!!! excellent :p,1,I do not think I did a very good job of taking that photograph!,1.0,0.0,0.0,0.0,0.0,0.0
73,73,mate his wolves new you're know your to the when with boring about shed! wire is You the up best match way talking,1,"This match isn't too interesting, we are using the time to talk about electrics instead!",0.0,1.0,0.0,0.0,0.0,0.0
48,48,i’m now reading 🧡 4 what books once could wrong at go,1,"""i'm reading 4 books at once, let's see if i can actually finish them all""",1.0,0.0,0.0,0.0,0.0,0.0
572,572,"do a comment happier place?? us, things the we on that if didn’t Maybe concern would But know🤷🏻‍♀️ I don’t what world be",1,I know the work would be happier if we all stopped commenting on things that don’t concern us ,1.0,0.0,0.0,0.0,0.0,1.0
816,816,3 am that pickles. I'm guess with means Woke MAD I craving a for expecting! at up,1,Just because I am craving a pickle doesn't mean I'm pregnant. ,0.0,1.0,0.0,0.0,0.0,0.0
259,259,us with What for to kind committing of have this sins been punish God y’all weather... kinda,1,God are you punishing us by creating such bad weather?,0.0,1.0,0.0,0.0,0.0,0.0
744,744,nightmare unbelievably to with disappointing. for sales not ago. LE other are doll yrs business in thanks down online. shipping stores 💔 the shutting went the Disney The out . mention absolute Store @shopDisney not two online So of same Ohio. an It’s only northeastern costs,1,I'm very upset that you closed my local store.,1.0,0.0,0.0,0.0,0.0,0.0
108,108,"a like Presidential ""He's visit comment... on London"" place that @BBCRadio4 irony #r4bh on not the welcome @emmadentcoad in in The tolerant",1,Donald Trump is not welcome in a place like London.,1.0,0.0,0.0,0.0,0.0,0.0
318,318,be nice actually once🙂🙂🙂 for stock missguided had if it'd,1,There is never any stock at misguided. ,1.0,0.0,0.0,0.0,0.0,0.0
59,59,"episodes choice😄 a it Already watching 4 good in. house cards, of can I was see Started",1,It was a really good choice! You should all go watch it ,0.0,1.0,0.0,1.0,0.0,0.0
765,765,"balloons Raising never again” balls makes cause such if Questions, the inflate be people your for float mad like vaccine to to how “what at many away you simply helium and you seen get it’s amazing as",1,People think it's possible that the vaccine causes your testicles to swell and make you infertile.,1.0,0.0,0.0,0.0,0.0,0.0
727,727,full the the airport watching middle volume tik be federal of offense a in toks at should,1,I find it irritating when people listen to videos loudly in public spaces ,1.0,0.0,0.0,0.0,1.0,0.0
220,220,to people of bush we'll day by gw mad being finally sitting about bottom this get of 5 ellen when is the,1,People are wasting everyone's time by talking about Ellen sitting with George W Bush like it's an important and shameful event.,1.0,0.0,0.0,0.0,0.0,0.0
